,PartNumber,Description,Count,SumPrice,BookingCode,DocumentId
1759,1090025,"Wartungsdienst nach
Herstellervorgabe (siehe
Wartungsplan): Inspektions-
Service mit Ölwechsel
durchführen",14.0,163.1,E220,C01E36BD-915C-4CFD-B477-B8338F9A1A83
1760,4026050996,Diagnosezeit,0.6,72.0,G109,024097DB-E575-43EA-8B8F-5C3C1BE34B02
1761,540000,"Wartung A, 24.000 / 1.Jahr
Gesamt 1) 01 Service und Wartung",1.0,115.0,E211,1BFFBD50-B2BA-433A-8877-3368BDA46B86
1762,51237468350,Schloss Frontklappe aktiv rechts,1.0,104.42,U227,B9732D56-49BF-4099-B7E3-756CD8A96C08
1763,6900000,Räder gewechselt und eingelagert,,105.0,P149,68E6CF10-32A1-4A58-95B6-E79FF3FCAA30
1764,57855599,SCHLÜSSELBATTERIE ERS.,,15.5,I104,2549F864-0E4B-4C58-BDBC-4E2CEA9CF84E
1765,51116-0,"Bremsscheibe Vorderachse
beide Seiten erneuern",0.6,66.0,F208,8801D7B4-CC0C-47D0-BCDC-55E503687188
1766,4000,TÜV-Fristüberschreitung ohne MwSt (durchlaufender Posten),,19.8,E328,17182705-B878-429E-AE90-CDA29614E0AE
1767,1223,"Montagepaket mit
Entsorgung LLKW",4.0,72.0,P165,084D4B8E-7FA8-4893-B667-890B66CD1167
1768,19206502,"PKW, Hauptuntersuchung |
HU/AU Fremdleistung
Prüforg., 3.1.1.1 A. VIII
StVZO (BW)",1.0,154.0,E326,782608DC-3EC4-468D-BA6C-6150675AB44F
1769,L1001360320000,AdBlue 1 Liter,8.0,32.0,A101,BF86A314-6E6F-4591-8428-B7204F5CF792
1770,13046073472,"Bremsklötze |
BREMSBELAGSATZ
13.0460-7347.2",1.0,94.68,F214,2E1863D3-83BE-4A2E-9BD2-5447A1DADEFE
1771,NUHUTU,TÜV-GEBÜHREN,1.0,150.0,E326,ABC83429-23E3-409A-91C0-E3BB5AE9A545
1772,13653189,"Dienstleistung Ölwechsel |
0.1 L MARKENOEL NACH
HERSTELLERVORGABE
5W30 | Aral SuperTronic K
5W30 (Fass) / ARAL /
15DBC7 | 15DBC9 |
15DBC5 /",47.0,70.5,E441,F5273830-3B12-4D7C-8DBF-5FBAE4E8312F
1773,Kühlerfrostschutz,Kühlmittel,5.0,32.5,R106,82443C76-F8AC-4968-8FEA-DE26A8D2038B
1774,M999999901,AdBlue,5.0,20.0,A101,37AA0C52-4507-4EDB-AEB0-C09EB679F669
1775,990362287,HECKWISCHERBLATT,1.0,18.0,E422,E21C9DE7-540E-4400-8C2A-09CD9A41CD0C
1776,7RADWLE,SAISONALER RÄDERWECHSEL,1.0,82.85,P149,BA97B2EE-3176-462C-88B3-A13AD505F578
1777,587310,"4.Jahr/60.000 km Inspektion
(+D)",,225.76,E211,E5F2E3A9-6849-48C1-9B48-3E8193FF5CDD
1778,14800480,"PKW, div. Dienstleistungen |
0,1 L
SCHEIBENFROSTSCHUTZ",15.0,5.1,E416,077EDB8E-4C79-4975-BAB0-9241EF5A203E
1779,1-EBC-345,"TUEV-ABNAHME / HU
NACH Para. 29 STVO",1.0,150.0,E326,20D70917-5B45-4389-BAAE-65D8F5EB44F0
1780,119505,"Wischerblätter | Wischblatt
119505",1.0,8.44,E422,A95BE7A2-B7E1-420E-AC59-DA3FACA3B725
1781,14802148,"Dienstleistung Ölwechsel |
0,1L HELIX ULTRA ECT
C2/C3 0W30",47.0,70.5,E441,F2DF2539-0F16-46DB-8619-A9E1997EE150
1782,83125A85517,Scheibenklar mit Frostschutz,1.0,5.14,E416,AF241824-F1FC-4BE4-B43A-5415DBC8510B
1783,X1,Sonstiges,,100.0,X100,D7EE785C-A564-4E15-A0F9-ED333FA12456
1784,14800501,"PKW, sonst. Autoservice |
ARBEITSWERT
INSPEKTION",170.0,277.1,E211,0DE4D3DD-E05C-4321-8115-FBA426666F94
1785,14800480,"PKW, div. Dienstleistungen |
0,1 L
SCHEIBENFROSTSCHUTZ",3.0,12.6,E416,CD7CB03C-00F6-4BC4-B5F0-EE7E5D5166A1
1786,27061950,Batterie aus-u.einbauen,,29.6,C201,DD85B938-3593-491C-8A9B-B8B5D8F79476
1787,1-EBC-345,"TUEV-ABNAHME / HU
NACH Para. 29 STVO",1.0,150.0,E325,E28FB97E-855D-4147-AC28-62E3DC521DB5
1788,M100000557,Frostschutz(3356),0.5,5.75,R106,37AA0C52-4507-4EDB-AEB0-C09EB679F669
1789,10044448801,Reifenpaket 1,,69.33,P149,33375E99-7FB4-40F8-805D-D326F4BB331C
1790,95507807,"GLUEHLAMPE
12V16W",1.0,2.97,L103,9D71DEF3-E2C7-498D-915C-F69FB46EB08A
1791,11001A,Motorölfilter erneuern,0.7,72.8,E413,F0AC6DDA-FD82-46F5-824B-CD52B225F97B
1792,27068950,Batterie laden,,16.2,G116,516EEB99-46ED-4517-BABE-B91CAC3FE76C
1793,2453,"Wartungsdienst nach
Herstellervorgabe (siehe
Wartungsplan): Service alle
15.000 km/ 1 Jahr,
durchführen",8.0,93.2,E211,8D55D3B8-7F0D-47F1-85E6-5405951E5829
1794,83125A85517,Scheibenklar mit Frostschutz,1.0,5.14,E416,2C5ACDE2-7A80-4070-A5D5-B2CFFCCDDD9C
1795,4041510,Batterie-Austausch,0.3,34.05,C201,A8FFE8E4-2D02-4BF7-A3EF-53C474A74200
1796,14800480,"PKW, div. Dienstleistungen |
0,1 L
SCHEIBENFROSTSCHUTZ",25.0,8.75,E416,2BCD68DB-7E08-43D8-9AD0-3D4D64DAF5CB
1797,2420671,Bremsscheibe vorn ersetzen-beide Seiten,0.8,119.2,F208,6CE7616C-4F15-4638-9983-2514EC5A2945
1798,1152,"Montagepaket mit
Entsorgung PKW (Montage",4.0,68.0,P165,5E8D2515-C41B-4FF8-803F-7E01EED14555
1799,667,AdBlue auffüllen,2.0,20.4,A101,068E88CF-3C1E-48F6-88EA-3C2B108A9B81
1800,27061900,Batterie aus-u.eingebaut,,36.3,C201,8BB63D11-5276-4B14-864A-E6E0606C80AA
1801,93840000,URSPRÜNGLICHE WARTUNGSARBEIT,0.5,64.5,E249,20286B23-75A1-4979-B03B-069F0915A7F6
1802,27068950,Batterie laden,10.0,12.6,G116,A15A135C-25D4-4331-BBE4-7A94C9CA560D
1803,27068950,BATTERIE GELADEN,,12.5,G116,C06C3756-9C24-4F96-B427-3E5618ABE66A
1804,ZZ6670RW,"Räderwechsel inkl. Reinigen
(Maschinenwäsche) und Einlagern",,88.15,P149,736BAA3A-6183-438A-8D42-547FCA72F939
1805,Z010036TE,BATTERIE,1.0,1.13,I104,39151401-AAB2-495D-9C85-7114145AEBD3
1806,ADBLUE,Adblue 1000ml,4.32,21.73,A101,44EFF8F4-0C65-4DB1-AEDB-40AECCC05FC7
1807,32324600,LADEKABEL,1.0,387.31,W501,AEEEA73A-CB28-4A66-B6B9-B46D51583C65
1808,236508VGZ00,REIFEN GOO,1.0,177.47,P311,BD669CDC-8C47-4D74-AEBD-D090B7A4E28F
1809,W20,MOTOROEL,6.02,118.77,E441,ECC6FA01-DCA3-45E5-8C5F-FC77015D5533
1810,41011,KURZTEST DURCHFUEHREN,,32.77,G109,DFE1AAF8-9CA9-4151-98C8-EFE1432A5648
1811,55495596,NOX-SENSOR POSITION1,1.0,525.0,G315,2DEDDF77-A522-4A6F-A054-840CE57A4BC5
1812,25680910,2 BREMSSCHEIBEN VO AUSTAUSCH AM FAHRZEUG 11,12.0,150.0,F208,8ED098CA-C400-419A-9615-7F8FE6B72190
1813,ZZZ052910EXT,HARNSTOFF,17.15,54.88,A101,C9F86559-70AA-46BC-A8EB-BD6AD7D417A9
1814,27061900,BATTERIE AUS-U.EINBAUEN,,55.4,C201,CEC19832-44FE-4CF6-BFC3-6393F3B41845
1815,19206502,"PKW, Hauptuntersuchung |
HU/AU Fremdleistung
Prüforg., 3.1.1.1 A. VIII
StVZO (BW)",1.0,154.0,E326,1B463530-6249-4325-A0E7-F47FEAE5D766
1816,8 S002610,"RÄDER GEWECHSELT, SOMMERRÄDER
EINGELAGERT",,79.83,P149,F5AA3042-E823-4B94-8EEC-5378F6D5DFC9
1817,5010OW-33,LONGLIFE,1.0,18.73,E412,F16AD660-E84D-4CB7-8CB2-9E53E468B170
1818,0986479C33,"Bremsscheiben |
Bremsscheibe
479 C33",2.0,177.3,F208,351442B9-B74F-47CF-88E4-39A2C6030D46
1819,1500060,GFS/Geführte Funktion.,,41.34,E102,847C6A29-78CB-473C-B317-D416F4999D5F
1820,24J-54E2YA,GEWECHSELT U AUSGEWUCHTET 2 REIFEN AM FA,0.8,72.0,P165,0428BC00-9EB8-4875-8E58-7C6767439B93
1821,312111,"BATTERIE PRÜFEN
LT TESTER BATTERIE DEFEKT /
ERSETZEN",,38.0,C103,8E3C1F71-7DA6-4E6E-8081-D3046234DF5A
1822,ZSBO327WU,"Plus-Service Reifen (montieren,
einlagern)",,95.8,P149,A012E6AF-E6BE-466F-B507-EAF1B27F7D45
1823,,Nachfüllöl,1.0,18.73,E412,AD79B1E7-6969-4197-83A5-31A930F001F9
1824,1223,"Montagepaket mit
Entsorgung LLKW (Montag",2.0,36.0,P165,AE4A5F4E-A6F3-4227-A7E7-E4B96F162EFA
1825,540000,"Wartung A, 24.000 / 1.Jahr",1.0,115.0,E211,A8A79BE7-93C7-4AA0-81E3-BCC1DD8A38AD
1826,12161,Nachuntersuchung § 29 STVZO,,16.0,E310,D2448014-B03C-4CD8-9BF0-7DD0B537ED8A
1827,Z44059999,"SAISONALER RADWECHSEL MIT
EINLAGERUNG",,74.79,P149,7BBA57D0-B560-41A7-AA56-6BA4B9622A10
1828,19206508,"PKW, Hauptuntersuchung |
HU/AU Fremdleistung
Prüforg., 3.1.1.1 A. VIII
StVZO (BE)",1.0,153.0,E326,D38A8CCF-C245-44EA-8927-9B788BDD8227
1829,52630910,"HINTERE BREMSLEUCHTEN
AUSTAUSCH AM FAHRZEUG
-DRITTE BREMSLEUCHTE-",2.0,24.84,L103,598BE3C2-8893-45AC-B41B-2F8AB7628B6C
1830,540642,"Batterie des 12-V-
Bordnetzes auf Zustand
pruefen (nach Kurztest)",3.0,46.2,C103,4505ABD0-3BDE-449F-8C69-CCD821849C85
1831,KRW1,"Kompletträderwechsel
incl saisonale Einlagerung bis 17 Zoll",,83.19,P149,4140524E-ABE7-411F-8BFB-0C11C7F315DD
1832,1-EBC-71,"FEHLERSPEICHER
AUSLESEN /LOESCHEN
(im Rahmen der Inspektion
kostenlos)",1.0,34.0,E101,372EAB08-51ED-4F6C-9DB7-D022C441AA98
1833,1500000,"GFS/GEFÜHRTE FUNKTION
BITTE GFS LIND RU.-1445 EVTL.
ET-GARANTIE ODER WIDERHOLREP
GELDER UND SORG",,237.18,E102,EBADA023-FB71-4F0D-9E87-6E3299ADE456
1834,21026,"Frostschutz,
Scheibenreinigungsanlage
POWER ANTIFROST-25°C
5L FERTIGMIX",1.0,12.16,E416,D8925361-B7F7-4A6E-A566-C6C3FB637C3C
1835,43930004,"VERBANDTASCHE NACH
DIN 13164",1.0,8.73,X534,3B1510F7-2134-48E4-8AED-093A9FD8F643
1836,290000,"SYSTEMPRÜFUNG LAUT DIAGNOSEPLAN
->BATTERIESPANNUNG NIEDRIG<-",0.9,104.9,G109,A7638D37-7220-4483-A5C6-D9844EED56BC
1837,NL16009,AdBlue auffüllen BMW-Rent,2.0,29.0,A101,6FD9626C-B9F9-4FDB-853F-8CEDADCB961C
1838,1223,"Montagepaket mit
Entsorgung LLKW",4.0,72.0,P165,2322DA63-ECF0-4319-BDFF-698DDC8EF206
1839,24012701031,"Bremsscheiben |
BREMSSCHEIBE 24.0127-
0103.1",2.0,180.36,F208,58520FB5-D48D-4EAC-8349-E49029B42186
1840,14800562,"Dienstleistung Bremse |
ARBEITSWERT BREMSE |
ARBEITSWERT BREMSE",90.0,146.7,F206,22467216-6842-41D5-80F0-F20EBDE1DD0B
1841,93840000,INSPEKTION DURCHGEFüHRT,5.0,60.5,E249,0490B669-736A-4D98-A3D6-8AB8534E1B12
1842,4041510008,Batterie mit Batterietester,0.1,11.35,C103,A8FFE8E4-2D02-4BF7-A3EF-53C474A74200
1843,SLM,Wartungsdienst,0.8,100.0,E211,6507FD55-3AFB-4323-904E-F1ED2E42396A
1844,0986479315,"Bremsscheiben |
Bremsscheibe
BD1219",2.0,246.0,F208,1FFB22FB-2FCC-42BB-B703-78BFD1F42210
1845,27061900,Batterie aus-u.einbauen,40.0,56.8,C201,F612FB35-4C5E-4B77-94CF-F6314299CE34
1846,SL40,"RÄDER WECHSELN + EINLAGERN
Profiltiefe der abmontierten
Räder in MM:-VL:...5 VR:...5
HL:...5 HR:...5-Platznr.:0233",0.7,63.03,P149,6B64047F-E603-43AC-B844-FEBDB12BAE46
1847,6310502,Scheinwerfer einstellen,2.0,35.1,L118,730E907F-F6FB-4712-8CB4-D98CC7CCE72E
1848,600963,"Wartungsdienst nach
Herstellervorgabe (siehe
Wartungsplan): Service alle
30.000 km/ 1 Jahr
durchführen",11.0,128.15,E249,F9AE3BC7-79EF-412D-B389-DE0D3BE79036
1849,HD,"Hauptuntersuchung nach § 29 StVZO
ohne Abgasuntersuchung",1.0,96.0,E319,0EB0A43F-3C19-4163-9F54-60D07051E7A2
1850,72350L-BATT,Gerätebatterie,1.0,6.0,I104,B2EEB6ED-0FF0-4687-864C-EC3F7001BA6B
1851,14800480,"PKW, div. Dienstleistungen |
0,1 L
SCHEIBENFROSTSCHUTZ",20.0,7.0,E416,8D54E018-F75C-4642-A731-A017CAD24F12
1852,AD1,"RADMONTAGE,WUCHTEN MIT VENTIL + GEWICHT
1 REIFEN",,18.91,P165,20935DBA-E115-4651-BEED-636B3C6FC759
1853,,VW50400/50700,1.0,18.73,E412,2638AB8F-E010-413F-8524-E8031FC3D745
1854,46502050,"Bremsscheibe Vorderachse
beide Seiten erneuern",11.0,112.2,F208,B83B3F79-A215-4414-9AE8-08C2C7004BAD
1855,19206502,"PKW, Hauptuntersuchung |
HU/AU Fremdleistung
Prüforg., 3.1.1.1 A. VIII
StVZO (BW)",1.0,154.0,E326,06199800-25A4-4452-AC93-D83CD2037C25
1856,1340010,"Wartungsdienst nach
Herstellervorgabe (siehe
Wartungsplan): Inspektions-
Service ohne Ölwechsel
durchführen",13.0,132.6,E220,5E139C09-8823-408E-B09F-5452F438B1EB
1857,F100,SCHEIBENREINIGER,1.0,4.11,E416,474433A6-18E5-480D-A3D2-9ED5E5505A82
1858,Q2059999,AdBlue,18.0,27.76,A101,82B521C3-BA0A-4DBD-8187-1076F929550E
1859,312141,Batterie a+e,0.3,35.7,C201,AC3108FA-0DF7-45C2-8077-7B2C9BD4C8A3
1860,1-EBC-345,"TUEV-
NACHUNTERSUCHUNG",1.0,16.8,E309,19AA5CBA-1EAF-4CA5-9D1B-DE3995FDF82C
1861,10911017,"PKW Komplettmontage |
KOMPLETTMONTAGE 15
BIS 17 ZOLL",1.0,17.0,P165,F81C4CDB-05E1-4CEF-9D13-519FFB591673
1862,2463,"Batterie Fernbedienung
erneuern",1.0,10.2,I104,90F72381-5E2A-4F00-8DC9-CFD5AB6F239D
1863,52890910,"GLUEHLAMPEN DER
KENNZEICHENLEUCHTE AUSTAUSCH
AM FAHRZEUG",0.2,29.0,L103,015F3906-1FA6-417A-8F08-A52AF6D7E7A9
1864,1-EBC-345,"TUEV-
NACHUNTERSUCHUNG",1.0,16.8,E309,1908D842-E6E1-4F3C-8982-F9C61C2522FD
1865,12159,Überprüfung nach § 29 STVZO,,155.0,E326,13A8C14C-5440-49E3-8420-D09CAFF24258
1866,4139P,BREMSSCHEIBENSATZ ,,245.02,F214,562489F8-C6C5-4C13-91B4-1B68C38B4F0D
1867,5010000,089 AC,,215.8,C201,115B2845-B35D-4E3F-933D-532A1F0579E7
1868,4026050996,Diagnosezeit,0.6,72.0,G109,E357F61D-0661-46E6-B265-34C73F9001D2
1869,91930002,REINIGER (IN LITER),1.0,5.86,E416,C0AB8220-20C9-4C80-98BA-D76F52D7B19C
1870,14800562,"Dienstleistung Bremse |
ARBEITSWERT BREMSE |
Bremsflüßigkeit erneuern",50.0,81.5,F506,12A51CBF-DED9-44BE-AD59-77656E8DDC5E
1871,10911030,"PKW Komplettmontage |
KOMPLETTMONTAGE
VAN/TRANSPORTER",2.0,34.0,P165,EA30B219-684E-445D-9A5F-03A8DCE762C3
1872,1500060,GES/GEFÜHRTE FUNKTION,,97.5,E102,09202952-BD11-41AA-A6A7-952A73C434E6
1873,14800482,"PKW, div. Dienstleistungen |
0,1 L
KUEHLERFROSTSCHUTZ",10.0,15.0,R106,0DE4D3DD-E05C-4321-8115-FBA426666F94
1874,HU6013Z,"Ölfilter | Ölfilter
6013 z",1.0,18.53,E413,A4F6E2FE-BB3B-4BAE-8AB3-F16DFA926ECD
1875,14800501,"PKW, sonst. Autoservice |
ARBEITSWERT
INSPEKTION |
ARBEITSWERT
INSPEKTION",60.0,97.8,E211,0F6D4717-A95D-4968-84F8-3D03BD6E535C
1876,27065550,BATTERIE ERSETZT,,15.5,C201,D29BC48B-6713-464C-B9DF-52B2EC816C5A
1877,SLM,Dichtheitsprüfung Kühlmittel,0.3,36.6,R210,6B477B9B-2701-4D56-8C2C-A6618E7519E0
1878,VN10528301,BATTERIE,2.0,6.83,I104,895A91D8-FE46-4BB7-B75E-319F677CB6CA
1879,0012159,Überprüfung nach § 29 STVZO,,170.0,E326,4EA8F72E-7964-4521-8442-D56E96CC16C4
1880,6040099,"Erstdiagnose durchführen
FEHLERMELDUNG: Öldruck niedrig",2.5,24.95,E102,C70DEC71-D4E5-4740-8796-9A689B3C0945
1881,83125A85517,Scheibenklar mit Frostschutz,1.0,5.14,E416,4164C723-E03C-41B7-948D-BDF6DA657635
1882,5123600,"Frontklappenschloss rechts
ersetzen-eingeschränkte
Funktion, Feder fehlt ( Bilder
erstellt )",4.0,57.24,U227,B9732D56-49BF-4099-B7E3-756CD8A96C08
1883,47206813,Batterie erneuern [Standard],0.1,10.5,C201,8EDED505-C585-42F8-A6A9-265CCABBDF33
1884,1FS500,Klarsicht,1.0,3.8,E416,196ECB03-1192-4BD0-8EB7-479E96B330DD
1885,1340010,Inspektion.,,119.6,E220,3E777AAF-B57D-4076-9378-FCE008EA587A
1886,AZ00ADB,"AdBlue nachfüllen Festpreis
inklusiveMaterial 111iter",3.0,41.6,A101,DD7DC254-39E8-4294-9F84-3DD5CC60AE3C
1887,3323000,"Frostschutz,
Scheibenreinigungsanlage
AntiFrost+KlarSicht",1.0,5.03,E416,E47FEF87-82D4-48E3-BFC7-7133F41C5D0B
1888,216557V87COCY1,OZ-WKR-CON 215/55/17,4.0,1509.24,P706,06AEC456-1564-4F77-9EF3-D0D41DB27FCC
1889,92S5A130,Starterbatterie S5AAGM,1.0,354.0,C201,D82D8728-A648-472B-BCDE-8E79EBCBEA21
1890,27065550,Batterie erneuern,6.0,61.2,C201,4B8C11C2-2215-4CF7-897D-E84FC710D4C6
1891,2603000,"Reiniger,
Scheibenreinigungsanlage
ScheibenWash",1.0,6.38,E416,7A3919F9-CD4A-4501-A3A1-2D7882BFDBEB
1892,14800563,"Dienstleistung Elektrik |
ARBEITSWERT
FAHRZEUG ELEKTRIK |
Batterie Handsender
erneuert [Minuten]",6.0,10.2,I104,3D578324-0532-41DE-9D37-64204A013651
1893,27065550,BATTERIE ERSETZT 399,,16.9,C201,EAA3CAA2-8AC5-4614-A1E6-8F3101235ED2
1894,93190466,LAMPE,1.0,2.0,L103,7DB156B8-EA7E-478C-9026-71BE0BC07E86
1895,R300,"Räder wechseln inkl.
Einlagerung",1.0,67.14,P149,5B6F47D7-6746-4011-8A7C-A566CA275391
1896,1500000,GFS/GEFÜHRTE FUNKTION.,,31.0,E102,3D9A479F-DA0A-4541-AEAC-A4F1CBA39B16
1897,1980000,"ABSCHLEPPEN AUS ROSTOCK
SÜDSTADT
AUFTRAG ÜBER FRAU HINZ (Fuhrpark
SIV) 100 GEFAHRENE KILOMETER",,319.0,X702,372E4775-7BCE-4FFC-B938-180B3C2A1571
1898,WA,Scheibenfrostschutz,2.0,6.0,E416,2FB22D63-589D-47B5-8830-34EC37951821
1899,34107 0000618,Bremsflüssigkeit erneuern,6.0,61.2,F506,78BDEAAF-2B27-4168-94A8-4F804E67E3D3
1900,14802148,"Dienstleistung Ölwechsel |
0,1L HELIX ULTRA ECT
C2/C3 0W30",55.0,82.5,E441,901A7C51-D210-4AF0-9C2F-A7B2A99D4CFB
1901,ZS4405C1,"VW-AB REIFEN-SERVICE-PAKET +
EINLAGERUNG",,88.22,P149,34F691DF-9516-40A5-B226-EF7B87C90D63
1902,83122413061,Scheibenklar mit Frostschutz,1.0,4.05,E416,8C92582A-9215-44E1-8DF5-EEAC72181910
1903,14800480,"PKW, div. Dienstleistungen |
0,1 L
SCHEIBENFROSTSCHUTZ",30.0,12.6,E416,BF85E6FA-BC54-4D82-956C-2757CB30C3B7
1904,95530556,BATTERIE 12V,1.0,279.05,C201,D7FA26C0-0CB8-4E95-BA30-A33F39303900
1905,CR2032,"sonst. Teile Fahrzeugelektrik
| Varta CR 2032",1.0,2.79,I104,FDD3444C-7E80-46F5-AAA4-411BBB4B5D8A
1906,95515591,BATTERIE 12 V,1.0,225.23,C201,8A4ADE6F-840E-4B38-B651-9EE9615E47FA
1907,6430300,Batterie von Funkschlüssel ersetzen,0.1,10.25,I104,DDD5905A-ADF9-486F-9229-A8D6FB3CBA7C
1908,A0005061500,"REGELVENTIL
Rabattgruppe: 23",1.0,292.6,M506,0F53BB7A-6242-4ED9-924D-8657A2328B23
1909,36115A92C79,"RDC Komplettrad Winter
Leichtmetall",4.0,1210.08,P713,A50FF3E5-CBA8-4F42-93FE-D4021EF0D055
1910,00-1154,SERVICE A DURCHFUEHREN,,110.15,E211,766E82C9-1191-4CA8-9CD0-2DFF0E228AF9
1911,312114,Batterie a+e und testen,0.5,52.5,C201,15F75504-539F-4F3F-8760-AD374CF16880
1912,83125A85518,Scheibenklar mit Frostschutz,1.0,18.91,E416,AF8074D0-ECB8-4FDF-A479-9AE51DE69240
1913,99999999,Motorölstand geprüft/korrigiert,,6.25,E405,D32282F5-28DF-4B42-9F9E-806C15FFBC30
1914,2420150017,Bremsscheibe vorn ersetzen,0.2,22.2,F208,16246897-1BCC-426D-B2CC-1F148286E2C0
1915,1EBC71,"FEHLERSPEICHER
AUSLESEN /LOESCHEN
(im Rahmen der Inspektion
kostenlos)",1.0,49.0,E101,A13A3525-56D6-457A-A83D-07AE4D1198BA
1916,OEL0010,TITAN GT15W-30,0.5,9.37,E412,3333C69A-4073-4803-93F8-3EA06D45393C
1917,10911017,"PKW Komplettmontage |
KOMPLETTMONTAGE 15
BIS 17 ZOLL",2.0,34.0,P165,EE0FB530-90CC-4680-BF4D-89519F154814
1918,2220,Räderwechsel + Einlagerung,,88.23,P149,53D71FA6-FCE8-45B2-B08D-5804565E73EF
1919,44050098,"SAISONALE UMRÜSTUNG ARVAL 107
GOOD YEAR GRIP PERFORMANCE
235/55 R19 107T 4222 UND 255/50 R19
107T 4122 MONTIERT",,95.0,P149,5B3000EC-4D31-4605-ABFE-1C5B71EFAF1E
1920,0986479C33,"Bremsscheiben |
Bremsscheibe
479 C33",2.0,177.3,F208,8EDE1F6C-A1EB-4F2B-B548-A80EF4A5B9CE
1921,8E0012619C,REIFENDICH,1.0,48.23,E421,7B8B01D8-8048-430E-B089-76454C7492C2
1922,19206508,"PKW, Hauptuntersuchung |
HU/AU Fremdleistung
Prüforg., 3.1.1.1 A. VIII
StVZO (BE)",1.0,153.0,E326,399C344D-720A-4D49-997F-1B3D42CC1133
1923,27061900,Batterie aus-u.einbauen,,41.34,C201,847C6A29-78CB-473C-B317-D416F4999D5F
1924,93840000,INSPEKTION DURCHGEFüHRT,5.0,60.5,E249,D8B107DC-C364-4FA2-8AEA-6F636DC5D569
1925,OX13,"OX1340D Ölfilter
MAHLE
EAN: 4057635205900",1.0,15.28,E413,05ADAF55-2EDE-478B-9634-D0CBEB71EDD0
1926,93830000,"Wartungsdienst nach
Herstellervorgabe (siehe
Wartungsplan): Service alle
50.000 km/ 2 Jahre
durchführen",10.0,102.0,E211,4550919D-6C8F-4556-9160-9B82A24604E2
1927,57085599,"BATTERIE FÜR FUNKSCHLÜSSEL 001
ERSETZT",,12.5,I104,D5016781-3C7C-42EB-9E7A-A09886A78232
1928,922503,Angebotspreis,,100.76,P149,DAD78269-B82B-46DB-9829-A6B4D38CD310
1929,Z4444RE,Räderwechsel + Einlagerung saisonal,1.0,92.35,P149,A1760BFD-3584-424A-AEC9-4CF653E526C8
1930,103000,"EINLAGERUNG GROUND INKL.
RADWECHSEL",,58.68,P149,5346A912-0696-495F-9B3A-F983C23A3FE6
1931,915089AC,BATTERIE,1.0,215.8,C201,E433C48E-78A4-4A61-9A7C-1CC8698AC9B4
1932,13.0460-2785.2,"Bremsbelagsatz,
Scheibenbremse",1.0,86.62,F214,B83B3F79-A215-4414-9AE8-08C2C7004BAD
1933,103000,"EINLAGERUNG GROUND INKL.
RADWECHSEL",,58.68,P149,B9C6B6BF-A1A5-4279-B2D4-F53B04A1D0AF
1934,2080258,GLUEHLAMPE,1.0,16.16,L502,C699C6CC-E424-47BA-8D8C-2FC4466857F2
1935,F026407143,Ölfilter,1.0,13.6,E413,44269C8A-2930-495F-B37D-E071DE6446AC
1936,1-74X2GY,Motoroel mit Longlife,4.0,63.2,E441,6100478F-D613-4107-BF40-DC6EC505BD9B
1937,19206529,"PKW, Hauptuntersuchung |
HU/AU Fremdleistung
Prüforg., 3.1.1.1 A. VIII
StVZO (NW)",1.0,155.0,E326,02E12BA4-FD2A-4E6A-9ABD-515929DDBC8E
1938,83125A1A167,Scheibenklar mit Frostschutz,1.0,9.9,E416,FFEAE0B7-0DCE-4603-AD26-2ED5D325FEB4
1939,,05W30 FPW9.55535/03,,14.93,E412,B2868E05-BF74-499B-8F8A-8F03450955EA
1940,1541 MUA,Bremsflüssigkeit erneuern,0.6,72.0,F506,56E69964-2F30-4752-8D13-F0E2922B1CDA
1941,312110,Batterie prüfen,,34.0,C103,6A9DE168-907D-48A5-BAB2-23D71DE8DBC3
1942,27060100,BATTERIE GEPRÜFT,,31.0,C103,D88C1454-5059-474B-9EA0-F3F6B94D46B4
1943,19205005,"PKW Komplettmontage |
KPL.MONTAGE
VAN/TRANSPORTER
AKTIV.RDKS",4.0,88.0,P165,3280B046-9293-48D1-88CA-F6BFFBEEAACC
1944,44999999,"NEUE WINTERRÄDER MONTIERT LA
SOMMERRÄDER INS FAHRZEUG
GELEGT
"" BITTE DIE RÄDER NACH CA. 50 KM MIT
DEM VORGESCHRIEBENEN
DREHMOMENT NACHZIEHEN *",1.0,33.61,P165,FA491E0E-1015-41EE-96BA-B084EC5C40E8
1945,PAFR0058B,Frostschutz,1.0,10.38,R106,FA19A2B6-E935-43DE-82DA-DDA69499E09D
1946,5L906261B,SENSOR,1.0,311.55,G315,9D8E68A0-DE9C-424C-A995-509884D55B89
1947,2K806150282V,Fußmatten,1.0,53.78,Q213,2170FCA1-5159-43E1-A2FF-49428B7EFBDD
1948,803208EU,WASCHZUSATZ,1.0,3.0,E416,FAD7C2C9-60C0-48C8-8479-3EF92B841CB6
1949,924001,"RAEDERWECHSEL MIT
REIFENEINLAGERUNG INKL.
REINIGUNG FUER 1/2 JAHR",,58.68,P149,E4784A7C-336A-4354-8E40-C07F8709C5FB
1950,5020N105,283 01,,3.41,I104,115B2845-B35D-4E3F-933D-532A1F0579E7
1951,27061910,Batterie aus-u.einbauen,37.0,70.88,C201,32C0240B-86FA-4ED4-983B-7BB549ED2D66
1952,N10591501,GLUEHLAMPE,1.0,4.5,L102,BCD5531F-9696-41C7-9A12-158484AA9A14
